데이터연도,지역,광역시도,제조사,차종,모델명,국비보조금(만원),지방비보조금(만원),총보조금(만원),수집일시
2025,고양시,경기도,BMW,일반승용,iX1 xDrive30,154,66,220,2025-07-13 20:18:16
2025,고양시,경기도,BMW,일반승용,i4 eDrive40 LCI,187,80,267,2025-07-13 20:18:16
2025,고양시,경기도,BMW,일반승용,iX2 eDrive20,167,71,238,2025-07-13 20:18:16
2025,고양시,경기도,BMW,일반승용,MINI Countryman SE ALL4,158,68,226,2025-07-13 20:18:16
2025,고양시,경기도,BMW,일반승용,MINI Countryman E,166,71,237,2025-07-13 20:18:16
2025,고양시,경기도,BMW,일반승용,MINI Aceman SE,306,131,437,2025-07-13 20:18:16
2025,고양시,경기도,BMW,일반승용,i4 M50 LCI,177,76,253,2025-07-13 20:18:16
2025,고양시,경기도,BMW,일반승용,MINI JCW Aceman E,151,65,216,2025-07-13 20:18:16
2025,고양시,경기도,BMW,일반승용,MINI JCW E,147,63,210,2025-07-13 20:18:16
2025,고양시,경기도,BMW,일반승용,MINI Aceman E,306,131,437,2025-07-13 20:18:16
2025,고양시,경기도,기아,경·소형,레이 EV 2WD 14인치 4인승 승용,457,196,653,2025-07-13 20:18:16
2025,고양시,경기도,기아,경·소형,레이 EV 2WD 14인치 2인승 밴,457,196,653,2025-07-13 20:18:16
2025,고양시,경기도,기아,경·소형,레이 EV 2WD 14인치 1인승 밴,457,196,653,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,The all-new Kia Niro EV,590,215,805,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,EV9 롱레인지 2WD 19인치,275,118,393,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,EV9 롱레인지 2WD 20인치,273,117,390,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,EV9 롱레인지 4WD 19인치,259,111,370,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,EV9 롱레인지 4WD 21인치,265,114,379,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,EV9 롱레인지 GTL 4WD 21인치,257,110,367,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,더뉴EV6 롱레인지 4WD 20인치,617,233,850,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,더뉴EV6 롱레인지 2WD 20인치,644,245,889,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,더뉴EV6 롱레인지 4WD 19인치,646,246,892,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,더뉴EV6 롱레인지 2WD 19인치,655,250,905,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,EV3 롱레인지 2WD 17인치,565,243,808,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,EV3 롱레인지 2WD 19인치,565,243,808,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,EV3 스탠다드 2WD,479,206,685,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,더뉴EV6 GT,232,100,332,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,더뉴EV6 스탠다드,582,220,802,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,EV9 스탠다드,242,104,346,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,EV4 롱레인지 GTL 2WD 19인치,565,243,808,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,EV4 스탠다드 2WD 19인치,491,211,702,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,EV4 롱레인지 2WD 17인치,565,243,808,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,EV4 롱레인지 2WD 19인치,565,243,808,2025-07-13 20:18:16
2025,고양시,경기도,기아,일반승용,EV4 스탠다드 2WD 17인치,522,225,747,2025-07-13 20:18:16
2025,고양시,경기도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),152,65,217,2025-07-13 20:18:16
2025,고양시,경기도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),152,65,217,2025-07-13 20:18:16
2025,고양시,경기도,메르세데스벤츠코리아,일반승용,EQA250(Facelift),190,81,271,2025-07-13 20:18:16
2025,고양시,경기도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(5인승),154,66,220,2025-07-13 20:18:16
2025,고양시,경기도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(7인승),154,66,220,2025-07-13 20:18:16
2025,고양시,경기도,볼보자동차코리아,일반승용,볼보 EX30 Single Motor ER,247,106,353,2025-07-13 20:18:16
2025,고양시,경기도,비와이디코리아,일반승용,BYD ATTO 3,145,62,207,2025-07-13 20:18:16
2025,고양시,경기도,쎄보모빌리티,초소형,(단종)CEVO-C SE,200,100,300,2025-07-13 20:18:16
2025,고양시,경기도,케이지모빌리티,일반승용,토레스 EVX 2WD 18인치,373,153,526,2025-07-13 20:18:16
2025,고양시,경기도,케이지모빌리티,일반승용,토레스 EVX 2WD 20인치,356,146,502,2025-07-13 20:18:16
2025,고양시,경기도,케이지모빌리티,일반승용,코란도 EV 2WD,340,146,486,2025-07-13 20:18:16
2025,고양시,경기도,케이지모빌리티,일반승용,토레스 EVX 18인치,364,156,520,2025-07-13 20:18:16
2025,고양시,경기도,케이지모빌리티,일반승용,토레스 EVX 20인치,354,152,506,2025-07-13 20:18:16
2025,고양시,경기도,테슬라코리아,일반승용,(단종)Model 3 RWD(2024),183,78,261,2025-07-13 20:18:16
2025,고양시,경기도,테슬라코리아,일반승용,Model 3 Long Range,202,87,289,2025-07-13 20:18:16
2025,고양시,경기도,테슬라코리아,일반승용,(단종)Model Y RWD,201,72,273,2025-07-13 20:18:16
2025,고양시,경기도,테슬라코리아,일반승용,(단종)Model Y Long Range,184,79,263,2025-07-13 20:18:16
2025,고양시,경기도,테슬라코리아,일반승용,(단종)Model Y Performance,191,82,273,2025-07-13 20:18:16
2025,고양시,경기도,테슬라코리아,일반승용,Model 3 Performance,187,80,267,2025-07-13 20:18:16
2025,고양시,경기도,테슬라코리아,일반승용,(단종)Model Y Long Range 19인치,202,87,289,2025-07-13 20:18:16
2025,고양시,경기도,테슬라코리아,일반승용,Model 3 RWD,186,80,266,2025-07-13 20:18:16
2025,고양시,경기도,테슬라코리아,일반승용,New Model Y Long Range,207,89,296,2025-07-13 20:18:16
2025,고양시,경기도,테슬라코리아,일반승용,New Model Y RWD,188,81,269,2025-07-13 20:18:16
2025,고양시,경기도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 40 e-tron,201,86,287,2025-07-13 20:18:16
2025,고양시,경기도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 Sportback 40 e-tron,202,87,289,2025-07-13 20:18:16
2025,고양시,경기도,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 2024 ID.4 Pro,422,181,603,2025-07-13 20:18:16
2025,고양시,경기도,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 ID.5 Pro,215,92,307,2025-07-13 20:18:16
2025,고양시,경기도,폭스바겐그룹코리아,일반승용,폭스바겐 ID.4 Pro,422,181,603,2025-07-13 20:18:16
2025,고양시,경기도,폭스바겐그룹코리아,일반승용,아우디 Q4 Sportback 45 e-tron,201,86,287,2025-07-13 20:18:16
2025,고양시,경기도,폭스바겐그룹코리아,일반승용,아우디 Q4 45 e-tron,201,86,287,2025-07-13 20:18:16
2025,고양시,경기도,폭스바겐그룹코리아,일반승용,아우디 Q6 e-tron performance,220,94,314,2025-07-13 20:18:16
2025,고양시,경기도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Single Motor,181,78,259,2025-07-13 20:18:16
2025,고양시,경기도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Dual Motor,141,60,201,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 17인치,500,215,715,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 15인치,500,215,715,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,경·소형,캐스퍼 일렉트릭 기본형 15인치,500,215,715,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,경·소형,캐스퍼 일렉트릭 크로스 17인치,500,215,715,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치,287,123,410,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치,261,112,373,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치,251,108,359,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치,236,101,337,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,Electrified GV70 AWD 20인치,244,105,349,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,Electrified GV70 AWD 19인치,260,112,372,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,아이오닉6 스탠다드 2WD 18인치,635,226,861,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 18인치,686,247,933,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 20인치,680,245,925,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 18인치,686,247,933,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 20인치,647,231,878,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,코나 일렉트릭 2WD 스탠다드 17인치,573,192,765,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치,623,225,848,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),568,202,770,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,아이오닉5 N,232,100,332,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,659,248,907,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치,656,247,903,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 20인치,651,245,896,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 20인치,624,233,857,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 19인치,650,244,894,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,633,237,870,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,602,224,826,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,Electrified G80 AWD 19인치(2025),275,118,393,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,더뉴아이오닉5 2WD 스탠다드 19인치,561,212,773,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,Electrified GV70 AWD 20인치(2025),250,107,357,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,Electrified GV70 AWD 19인치(2025),266,114,380,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),623,225,848,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,아이오닉9 성능형 AWD,277,119,396,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,아이오닉9 항속형 AWD,276,118,394,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,아이오닉9 항속형 2WD,279,120,399,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치(2025),248,106,354,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치(2025),266,114,380,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치(2025),277,119,396,2025-07-13 20:18:16
2025,고양시,경기도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치(2025),290,125,415,2025-07-13 20:18:16
2025,과천시,경기도,BMW,일반승용,MINI Cooper SE,303,104,407,2025-07-13 20:18:16
2025,과천시,경기도,BMW,일반승용,i4 eDrive40,189,65,254,2025-07-13 20:18:16
2025,과천시,경기도,BMW,일반승용,i4 M50,172,59,231,2025-07-13 20:18:16
2025,과천시,경기도,BMW,일반승용,iX1 xDrive30,154,53,207,2025-07-13 20:18:16
2025,과천시,경기도,BMW,일반승용,i4 eDrive40 LCI,187,64,251,2025-07-13 20:18:16
2025,과천시,경기도,BMW,일반승용,iX2 eDrive20,167,57,224,2025-07-13 20:18:16
2025,과천시,경기도,BMW,일반승용,MINI Countryman SE ALL4,158,54,212,2025-07-13 20:18:16
2025,과천시,경기도,BMW,일반승용,MINI Countryman E,166,57,223,2025-07-13 20:18:16
2025,과천시,경기도,BMW,일반승용,MINI Aceman SE,306,105,411,2025-07-13 20:18:16
2025,과천시,경기도,BMW,일반승용,i4 M50 LCI,177,61,238,2025-07-13 20:18:16
2025,과천시,경기도,BMW,일반승용,MINI JCW Aceman E,151,52,203,2025-07-13 20:18:16
2025,과천시,경기도,BMW,일반승용,MINI JCW E,147,50,197,2025-07-13 20:18:16
2025,과천시,경기도,BMW,일반승용,MINI Aceman E,306,105,411,2025-07-13 20:18:16
2025,과천시,경기도,기아,경·소형,레이 EV 2WD 14인치 4인승 승용,457,172,629,2025-07-13 20:18:16
2025,과천시,경기도,기아,경·소형,레이 EV 2WD 14인치 2인승 밴,457,172,629,2025-07-13 20:18:16
2025,과천시,경기도,기아,경·소형,레이 EV 2WD 14인치 1인승 밴,457,172,629,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,The all-new Kia Niro EV,590,172,762,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,EV9 롱레인지 2WD 19인치,275,94,369,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,EV9 롱레인지 2WD 20인치,273,94,367,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,EV9 롱레인지 4WD 19인치,259,89,348,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,EV9 롱레인지 4WD 21인치,265,91,356,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,EV9 롱레인지 GTL 4WD 21인치,257,88,345,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,더뉴EV6 롱레인지 4WD 20인치,617,186,803,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,더뉴EV6 롱레인지 2WD 20인치,644,196,840,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,더뉴EV6 롱레인지 4WD 19인치,646,196,842,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,더뉴EV6 롱레인지 2WD 19인치,655,200,855,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,EV3 롱레인지 2WD 17인치,565,194,759,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,EV3 롱레인지 2WD 19인치,565,194,759,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,EV3 스탠다드 2WD,479,165,644,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,더뉴EV6 GT,232,80,312,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,더뉴EV6 스탠다드,582,176,758,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,EV9 스탠다드,242,83,325,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,EV4 롱레인지 GTL 2WD 19인치,565,194,759,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,EV4 스탠다드 2WD 19인치,491,169,660,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,EV4 롱레인지 2WD 17인치,565,194,759,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,EV4 롱레인지 2WD 19인치,565,194,759,2025-07-13 20:18:16
2025,과천시,경기도,기아,일반승용,EV4 스탠다드 2WD 17인치,522,180,702,2025-07-13 20:18:16
2025,과천시,경기도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),152,52,204,2025-07-13 20:18:16
2025,과천시,경기도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),152,52,204,2025-07-13 20:18:16
2025,과천시,경기도,메르세데스벤츠코리아,일반승용,EQA250(Facelift),190,65,255,2025-07-13 20:18:16
2025,과천시,경기도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(5인승),154,53,207,2025-07-13 20:18:16
2025,과천시,경기도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(7인승),154,53,207,2025-07-13 20:18:16
2025,과천시,경기도,볼보자동차코리아,일반승용,볼보 EX30 Single Motor ER,247,85,332,2025-07-13 20:18:16
2025,과천시,경기도,비와이디코리아,일반승용,BYD ATTO 3,145,50,195,2025-07-13 20:18:16
2025,과천시,경기도,쎄보모빌리티,초소형,(단종)CEVO-C SE,200,120,320,2025-07-13 20:18:16
2025,과천시,경기도,케이지모빌리티,일반승용,토레스 EVX 2WD 18인치,373,122,495,2025-07-13 20:18:16
2025,과천시,경기도,케이지모빌리티,일반승용,토레스 EVX 2WD 20인치,356,116,472,2025-07-13 20:18:16
2025,과천시,경기도,케이지모빌리티,일반승용,코란도 EV 2WD,340,117,457,2025-07-13 20:18:16
2025,과천시,경기도,케이지모빌리티,일반승용,토레스 EVX 18인치,364,125,489,2025-07-13 20:18:16
2025,과천시,경기도,케이지모빌리티,일반승용,토레스 EVX 20인치,354,122,476,2025-07-13 20:18:16
2025,과천시,경기도,테슬라코리아,일반승용,(단종)Model 3 RWD(2024),183,63,246,2025-07-13 20:18:16
2025,과천시,경기도,테슬라코리아,일반승용,Model 3 Long Range,202,69,271,2025-07-13 20:18:16
2025,과천시,경기도,테슬라코리아,일반승용,(단종)Model Y RWD,201,58,259,2025-07-13 20:18:16
2025,과천시,경기도,테슬라코리아,일반승용,(단종)Model Y Long Range,184,63,247,2025-07-13 20:18:16
2025,과천시,경기도,테슬라코리아,일반승용,(단종)Model Y Performance,191,65,256,2025-07-13 20:18:16
2025,과천시,경기도,테슬라코리아,일반승용,Model 3 Performance,187,64,251,2025-07-13 20:18:16
2025,과천시,경기도,테슬라코리아,일반승용,(단종)Model Y Long Range 19인치,202,69,271,2025-07-13 20:18:16
2025,과천시,경기도,테슬라코리아,일반승용,Model 3 RWD,186,64,250,2025-07-13 20:18:16
2025,과천시,경기도,테슬라코리아,일반승용,New Model Y Long Range,207,71,278,2025-07-13 20:18:16
2025,과천시,경기도,테슬라코리아,일반승용,New Model Y RWD,188,64,252,2025-07-13 20:18:16
2025,과천시,경기도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 40 e-tron,201,69,270,2025-07-13 20:18:16
